"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Type","Integrated Desktop Category","Product Marketed as a Workstation","Installed NPU","Motherboard Form Factor","Product DIMM Count","Operating System Name","Processor Brand","Processor Name","Physical CPU Cores (count)","CPU Packages (count)","CPU Base Clock Speed (GHz) ","CPU Maximum Clock Speed (GHz) ","System Memory (GB)","Multi-Channel Memory Support","Capable of Switchable Graphics","Switchable Graphics Enabled by Default in AC Mode ","Discrete Graphics Frame Buffer Bandwidth (GB/s) ","Discrete Graphics Frame Buffer Data Width (bits) ","Fast Ethernet Ports (count)","Gigabit Ethernet Ports (count) ","10 Gigabit Ethernet Ports (count)","Energy Efficient Ethernet (EEE) ","Number of Installed Storage Drives ","Number of Integrated Displays (count) ","Integrated Display Resolution (megapixels) ","Integrated Display Viewable Screen Area (sq in) ","Enhanced Performance Display Present ","Integrated Display Diagonal Screen Size (in)","Internal Power Supply Efficiency at 10% Load","Internal Power Supply Efficiency at 20% Load","Internal Power Supply Efficiency at 50% Load","Internal Power Supply Efficiency at 100% Load","Category I1/1 Internal Power Supply Efficiency at 50% Load","Category I1/1 Internal Power Supply Efficiency at 100% Load","External Power Supply Rated Power (W)","Internal Power Supply Rated Power (W)","MUX Device","Storage Technology","Total Battery Capacity (watt-hours)","Default Low-power Mode","Long Idle Power Used for Sleep Mode","Off Mode (watts)","Sleep Mode (watts)","Long Idle (watts)","Short Idle (watts)","Additional Measured Power in Short Idle at 115V (W) ","Base TEC Allowance (kWh)","Functional Adder Allowances (kWh)","TEC of Model (kWh)","Maximum TEC Requirements (Etec max) (kWh) ","Ethernet Capability","Touch Screen","Sleep Mode Default Time Upon Shipment (min.)","Display Sleep Mode Default Time Upon Shipment (min.)","WOL (Wake on LAN) From Sleep","Will the Speed of Any Active 1 GB/s or Higher Ethernet Network Links be Reduced to Less Than 1 GB/s When Transitioning to Sleep or Off Mode?","Date Available On Market","Date Certified","Markets","CB Model Identifier"
"4471320","Lanix de America, S.A. de C.V.","XL�NIX","Titan Mini","Titan Mini",,"7502273752554","Desktop",,,"No",,"1","Windows 11","Intel","I5-1240P","16","1","4.4","4.4","8",,,,,,,,,"Yes","1",,,,,,,,,,,,"65",,"Yes","Solid State Drive",,"None",,"0.7","0.8","12.8","8.3",,"41","1.2","37.2","42.2","Yes","No","5","15","Shipped Enabled Under All Conditions","Yes","07/10/2025","07/11/2025","United States","ES_20252_Titan Mini_071120250555283_2108437"
"4471319","HP Inc.","HP","HP Elite c640 14 inch G3 Chromebook ENERGY STAR","Elite c640 14 inch G3","HP Elite c640 14"" G3 Chromebook ENERGY STAR,Elite c640 14"" G3; HP Elite c640 14"" G3 Chromebook ENERGY STAR,Elite c640 14 inch G3; HP Elite c640 14"" G3 Chromebook ENERGY STAR,Elite c640 G3; HP Elite c640 14"" G3 Chromebook Enterprise ENERGY STAR,Elite c640 14"" G3; HP Elite c640 14"" G3 Chromebook Enterprise ENERGY STAR,Elite c640 14 inch G3; HP Elite c640 14"" G3 Chromebook Enterprise ENERGY STAR,Elite c640 G3; HP Elite c640 14 inch G3 Chromebook ENERGY STAR,Elite c640 14"" G3; HP Elite c640 14 inch G3 Chromebook ENERGY STAR,Elite c640 G3; HP Elite c640 14 inch G3 Chromebook Enterprise ENERGY STAR,Elite c640 14"" G3; HP Elite c640 14 inch G3 Chromebook Enterprise ENERGY STAR,Elite c640 14 inch G3; HP Elite c640 14 inch G3 Chromebook Enterprise ENERGY STAR,Elite c640 G3; HP Elite c640 G3 Chromebook ENERGY STAR,Elite c640 14"" G3; HP Elite c640 G3 Chromebook ENERGY STAR,Elite c640 14 inch G3; HP Elite c640 G3 Chromebook ENERGY STAR,Elite c640 G3; HP Elite c640 G3 Chromebook Enterprise ENERGY STAR,Elite c640 14"" G3; HP Elite c640 G3 Chromebook Enterprise ENERGY STAR,Elite c640 14 inch G3; HP Elite c640 G3 Chromebook Enterprise ENERGY STAR,Elite c640 G3","196337678897;196337678927;196337678941;196337678972;196337678989;196337679009;196337679023;196337679030;196786299650;197497155860","Notebook",,"No","No",,,"Chrome OS","Intel","Intel i7-1265U","10","1","1.8","4.8","16",,,,,,"0","0","0","No","1","1","2.07","83.41","No","14",,,,,,,,,"No","SDD","58.8","Sleep Mode","No","0.2","0.4","2","5","6.1","8","8.2","12.7","16","No","No","9","8",,,"07/01/2025","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_Elite c640 14 inch G3_071020250315616_6041965"
"4471318","ASUSTeK Computer Inc.","ASUS","BR1104FTA","BR1104FTA","BR1104FTA,BR1104CTA; BR1104FTA,BR1104FG","197105418219;197105418226;197105418233;197105418240;197105418264;197105419131;197105422919;197105422926;197105540255;197105553644;197105578401;197105584815;197105584822;197105585744;197105602861;197105637665;197105734180;197105734197;197105775602;197105797055;197105797062;197105797079;197105797086;197105883123;197105975002;199291016163;199291071797;199291079052;199291133655;199291148642;199291156647;199291156654;199291156661;199291156678;199291156685;199291156692;199291156708;199291168534;199291182523;199291182530","Notebook",,"No","No",,,"Windows 11 Pro","Intel","N250","4","1","1.3","3.6","16",,,,,,,"1",,"Yes","2","1","1.05","57.14","No","11.6",,,,,,,"45",,"No","SSD","42","Modern Standby","Yes","0.4","0.8","0.8","3.6","4.1","8","6.3","11.6","14.1","Yes","Yes","5","5",,,"01/24/2025","07/11/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_41973_BR1104FTA_071120250321230_5263022"
"4471317","ASUSTeK Computer Inc.","ASUS","CZ1204CM2","CZ1204CM2","CZ1204CM2,CZ1204FM2","197105564435;197105564442;197105564459;197105564480","Notebook",,"No","No",,,"Chrome OS","Other","MediaTek 8186","8","1","2","2.1","8",,,,,,,"0",,"No","1","1","2.3","66.89","No","12.2",,,,,,,"45",,"No","SSD","42","Sleep Mode","No","0.2","0.3","1.4","2.8","3.2","8","6.6","7.7","14.4","No","Yes","9","8",,,"04/26/2024","07/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_CZ1204CM2_070920250305526_3670371"
"4471316","HP Inc.","HP","HP Chromebox G4 ENERGY STAR","G4","HP Chromebox Enterprise G4 ENERGY STAR,G4","197192640074;197192640081;197192640098;197192640104;197192640111;197192640135;197192640142","Desktop",,,"No",,"2","Chrome OS","Intel","Intel i7-1365U","10","1","4.5","4.5","32","Yes","No",,,,"0","1","0","Yes","1","0",,,,,,,,,,,"90",,"No","SSD",,"Sleep Mode","No","0.2","0.8","3.2","4.8",,"41","4.8","18.9","45.3","Yes","No","9","8","Shipped Disabled","Yes","07/01/2025","07/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_G4_070320250050242_4256350"
"4471254","HP Inc.","HP","HP ProBook 455 G9X ENERGY STAR","HSN-Q34C-5","HP ProBook 455 15.6 inch G10 Notebook PC ENERGY STAR; HP ProBook 455 15.6 inch G9 Notebook PC ENERGY STAR","196786949609;196786949616;196786949623;196786949630;196786949647;196786949654;196786949661;196786949685;196786949692;196786949708;196786949715;196786949739;196786949746;196786949753","Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","2","4.5","32",,,,,,"0","1","0","Yes","2","1","2.07","103.99","No","15.6",,,,,,,"65",,"No","SDD","42.8","Connected Sleep","No","0.3","0.9","0.9","4","4.7","8","10.6","12.6","18.4","Yes","No","10","10",,"Yes","01/20/2022","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSN-Q34C-5_07102025150652_5017345"
"4471253","HP Inc.","HP","HP ProBook 445 14 inch G9 Notebook PC ENERGY STAR","HSN-Q34C-4","HP ProBook 445 14 inch G10 Notebook PC ENERGY STAR; HP ProBook 445 G9X ENERGY STAR; HP ZHAN 66 Pro A 14 G5X ENERGY STAR; HP ZHAN 66 Pro A 14 inch G5 Notebook PC ENERGY STAR","196786933103;196786933134;196786933141;196786933158;196786933165;196786933172;196786933189;196786934308;196786934315;196786934322;196786934339;196786934346;196786934353;196786934360","Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","2","4.5","32",,,,,,"0","1","0","Yes","2","1","2.07","83.75","No","14",,,,,,,"65",,"No","SDD","42.8","Connected Sleep","No","0.2","0.7","0.7","4.8","6.4","8","9.7","12.7","17.5","Yes","No","10","10",,"Yes","01/20/2022","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSN-Q34C-4_07102025150631_8040540"
"4471252","HP Inc.","HP","HP ProBook 450 G9 ENERGY STAR","HSN-Q32C-5","HP ProBook 450 15.6 inch G10 Notebook PC ENERGY STAR; HP ProBook 450 15.6 inch G9 Notebook PC ENERGY STAR","196786968648;196786968655;196786968662;196786968679;196786968686;196786968693;196786968709;196786968716;196786968723;196786968730;196786968860;196786968877;196786968884;196786968891;196786968907;196786968914;196786968921;196786968938;196786968945;196786968952","Notebook",,"No","No",,,"Windows 11","Intel","Core i7","10","1","2.6","4.7","64",,"Yes","Yes",,,"0","1","0","Yes","2","1","2.07","103.99","No","15.6",,,,,,,"65",,"No","SDD","51.3","Connected Sleep","No","0.3","0.9","0.9","5.2","6.3","8","14.4","15","22.2","Yes","No","10","10",,"Yes","03/24/2022","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSN-Q32C-5_07102025150614_7040483"
"4471251","HP Inc.","HP","HP EliteBook 650 G9 ENERGY STAR","HSN-Q33C-5","HP EliteBook 650 15.6 inch G10 Notebook PC ENERGY STAR; HP EliteBook 650 15.6 inch G9 Notebook PC ENERGY STAR","197029097361;197029097378;197029097385;197029097392;197029097408;197029097415;197029097422;197029097439;197029097446;197029097453;197029097460;197029097477;197029097484;197029097491;197029097507;197029097514;197029097521;197029097538;197029097545;197029097552;197029097569;197029097576;197029097583;197029097590;197029097606;197029097613;197029097620;197029097637;197029097644;197029097651;197029097668;197029097675;197029097682;197029097699;197029097705;197029097712;197029759580;197029759597;197029759603;197029759610;197029759627;197029759634","Notebook",,"No","No",,,"Windows 11","Intel","Core i7","10","1","1.8","4.8","64",,"Yes","Yes",,,"0","1","0","Yes","1","1","2.07","103.99","No","15.6",,,,,,,"65",,"No","SDD","51.3","Connected Sleep","No","0.3","1.3","1.3","4.3","4.8","8","14","15.4","21.8","Yes","No","10","10",,"Yes","03/24/2022","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSN-Q33C-5_07102025150558_9111525"
"4471250","HP Inc.","HP","HP EliteBook 640 G9 ENERGY STAR","HSN-Q33C-4","HP EliteBook 640 14 inch G10 Notebook PC ENERGY STAR; HP EliteBook 640 14 inch G9 Notebook PC ENERGY STAR","197029096395;197029096401;197029096425;197029096432;197029096449;197029096456;197029096463;197029096470;197029096487;197029096494;197029096500;197029096517;197029096524;197029096531;197029096548;197029096555;197029096562;197029096579;197029096586;197029759054;197029759061;197029759085;197029759108;197029759115;197029759139;197029759153","Notebook",,"No","No",,,"Windows 11","Intel","Core i7","10","1","2.7","4.8","64",,"Yes","Yes",,,"0","1","0","Yes","1","1","2.07","83.75","No","14",,,,,,,"65",,"No","SDD","51.3","Connected Sleep","No","0.3","1","1","5.1","5.8","8","13.1","15.9","20.9","Yes","No","10","10",,"Yes","03/24/2022","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSN-Q33C-4_07102025150502_2337415"
"4471245","ASUSTeK Computer Inc.","ASUS","B5405CCA","B5405CCA",,"199291176607","Notebook",,"No","No",,,"Windows 11 Pro","Intel","Core Ultra 7","16","1","2","5.1","64",,,,,,,"1",,"Yes","2","1","4.1","88","No","14",,,,,,,"65",,"No","SSD","63","Modern Standby","Yes","0.4","1.2","1.2","4.8","5.5","8","15.2","16.3","23","Yes","No","5","5",,,"03/24/2025","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_B5405CCA_07082025090326_3539035"
"4471244","ASUSTeK Computer Inc.","ASUS","CR1104CG","CR1104CG","CR1104CG,CR1104FG; CR1104CTA,CR1104CTA; CR1104CTA,CR1104FTA","197105548831;197105550933;197105632998;197105633001;197105633018;197105633025;197105633032;197105633049;197105633414;197105688223;197105688247;197105729094;197105733732;197105750289;197105807624;197105807631;197105835221;197105835238;197105835245;197105835252;197105865761;197105865778;197105868069;197105886032;197105886049;197105891302;197105891326;197105898868;197105898875;197105898882;197105898899;197105942226;199291003781;199291003859;199291099593;199291114296;199291114302;199291121003;199291140141;199291151840;199291152083;199291161368;199291176584","Notebook",,"No","No",,,"Windows 11 Pro","Intel","N200","4","1","1","3.1","16",,,,,,,"0",,"No","1","1","2.3","57.17","No","11.6",,,,,,,"45",,"No","eMMC","50","Connected Sleep","Yes","0.3","2","2","4","4.2","8","7","11.1","14.8","No","Yes","9","8",,,"05/23/2024","07/10/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_41973_CR1104CG_070820250803217_8872305"
"4471243","ASUSTeK Computer Inc.","ASUS","CX1405CTA","CX1405CTA","CX1405CTA,CB1405CTA","199291042070;199291118331;199291122154","Notebook",,"No","No",,,"Chrome OS","Intel","Core 3","8","1","1.9","3.9","16",,,,,,,"0",,"No","1","1","2.07","83.4","No","14",,,,,,,"45",,"No","eMMC","50","Sleep Mode","No","0.2","1.1","1.1","3.2","3.6","8","8.2","12.3","16","No","Yes","9","8",,,"03/03/2025","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_CX1405CTA_071020250740622_9898102"
"4471240","ASUSTeK Computer Inc.","ASUS","CX1405CKA","CX1405CKA","CX1405CKA,CB1405CKA","197105852655;197105916074;199291028036;199291130883","Notebook",,"No","No",,,"Chrome OS","Intel","Pentium","4","1","1.1","3.3","8",,,,,,,"0",,"No","1","1","2.07","83.3","No","14",,,,,,,"45",,"No","eMMC","50","Sleep Mode","No","0.2","0.3","1","3.1","3.5","8","7.3","8.2","15.1","No","Yes","9","8",,,"02/18/2025","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_CX1405CKA_071020250638705_9680155"
"4471239","ASUSTeK Computer Inc.","ASUS","TP3407S","TP3407S","TP3407S,J3407S; TP3407S,R3407S","197105780620;197105788770;197105788787;197105809567;197105809574;197105809581;197105809598;197105815827;197105815834;197105822627;197105822634;197105828605;197105832169;197105832176;197105841437;197105843363;197105843370;197105844056;197105844063;197105844162;197105844490;197105844506;197105844513;197105844568;197105844575;197105844674;197105845169;197105845176;197105845329;197105845343;197105845411;197105845435;197105845442;197105845459;197105845473;197105845480;197105845503;197105845510;197105845541;197105845558;197105845572;197105845589;197105845602;197105845619;197105845664;197105845671;197105845688;197105845718;197105852266;197105854925;197105856394;197105856400;197105856417;197105857407;197105861770;197105865624;197105873254;197105873261;197105873483;197105873490;197105875500;197105877504;197105878402;197105879171;197105883956;197105886957;197105887725;197105889637;197105893290;197105894303;197105894310;197105894709;197105903630;197105915121;197105923089;197105923096;197105924178;197105933132;197105934245;197105937079;197105937345;197105940840;197105943056;197105950986;197105964846;197105964853;197105996069;199291001978;199291001985;199291002418;199291049833;199291076006;199291091290;199291102880;199291117501;199291120600;199291132634;199291132641;199291133792","Notebook",,"No","No",,,"Windows 11 Pro","Intel","Core Ultra 7","8","1","2.2","4.8","32",,,,,,,"0",,"No","1","1","2.3","88.25","No","14",,,,,,,"65",,"No","SSD","75","Modern Standby","Yes","0.2","0.6","0.6","3.8","4.7","8","10.6","10.3","18.4","No","Yes","5","5",,,"12/01/2024","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_TP3407S_071020250610389_4885231"
"4471238","ASUSTeK Computer Inc.","ASUS","TN3604Y","TN3604Y","TN3604Y,J3604Y; TN3604Y,R3604Y","197105401600;197105466029;197105538238;197105895096","Notebook",,"No","Yes",,,"Windows 11 Pro","AMD","Ryzen 7","8","1","2","4.5","16",,,,,,,"0",,"No","1","1","6.4","114.94","No","16",,,,,,,"65",,"No","SSD","70","Modern Standby","Yes","0.3","0.5","0.5","7.1","7.2","8","13.8","15.9","21.6","No","Yes","5","5",,,"01/10/2023","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_TN3604Y_070920250342124_2131547"
"4471237","ASUSTeK Computer Inc.","ASUS","B1503CVA","B1503CVA","B1503CVA,P1503CVA; B1503CVA,V1503CVA","197105796300;197105900134","Notebook",,"No","No",,,"Windows 11 Pro","Intel","Core i7","14","1","2.4","5","64",,,,,,,"1",,"Yes","1","1","2.07","103.23","No","15.6",,,,,,,"65",,"No","SSD","63","Modern Standby","Yes","0.4","0.8","0.8","5.9","7","8","14","15.4","21.8","Yes","No","5","5",,,"09/18/2024","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_B1503CVA_070820250957316_6290558"
"4471236","Lenovo Group Limited","Lenovo","TB710FU","TB710FU",,"198158754040;198158754392;198158754903;198158755672","Slate/Tablet",,"No","No",,,"Android OS",,,,"6","2.1","3.3","12",,,,,,,,,"No","1","1",,,,,,,,,,,,,"No","Embedded Multi-Chip Package","33.4","None",,"2.2",,"0.2","2.2",,"8","10.1","5.6","18.1","No","Yes",,,,,"10/01/2025","07/10/2025","United States, Canada","ES_1037540_TB710FU_070620250506166_1343445"
"4471235","ASUSTeK Computer Inc.","ASUS","S3407Q","S3407Q","S3407Q,K3407Q",,"Notebook",,"No","Yes",,,"Windows 11 Pro","Other","Snapdragon X Plus","8","1","3.4","3.4","16",,,,,,,"0",,"No","1","1","4.1","88.25","No","14",,,,,,,"65",,"No","SSD","70","Modern Standby","Yes","0.3","0.6","0.6","3.5","4.2","8","9.1","10","16.9","No","No","5","5",,,"03/10/2025","07/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_S3407Q_070820250542364_3870605"
"4471233","ASUSTeK Computer Inc.","ASUS","CX1505CKA","CX1505CKA","CX1505CKA,CB1505CKA","197105922266;197105967854;197105997004;197105997011;199291000124","Notebook",,"No","No",,,"Chrome OS","Intel","Pentium","4","1","1.1","3.3","8",,,,,,,"0",,"No","1","1","2.07","103.27","No","15.6",,,,,,,"45",,"No","eMMC","50","Sleep Mode","No","0.2","1","1","3.2","4","8","8.4","12.1","16.2","No","Yes","9","8",,,"03/03/2025","07/09/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_CX1505CKA_070720250934220_2068894"
"4470650","Lenovo Group Limited","Lenovo","ThinkStation P3 Tiny","30H0","ThinkStation P3 Tiny,30H1; ThinkStation P3 Tiny,30H2; ThinkStation P3 Tiny,30H3; ThinkStation P3 Tiny,30H4; ThinkStation P3 Tiny,30H5; ThinkStation P3 Tiny,30H6; ThinkStation P3 Tiny,30H7",,"Workstation",,"Yes",,,,"Windows 11,Windows 10,Ubuntu","Intel","i9-13900","24","1","2","5.6","64",,,"No","160","256",,"1",,"Yes",,,,,,,,,,,,,,,,"Solid State Drive",,,,"0.5","0.8","17.2","21.4",,,,"11.3",,"Yes",,"25","10","Shipped Enabled Under All Conditions","Yes","05/08/2023","07/09/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_30H0_06112025105650_5259363"
"4470649","Lenovo Group Limited","Lenovo","ThinkStation P5","30G9","ThinkStation P5,30GA; ThinkStation P5,30GB; ThinkStationP5,30GC; ThinkStation P5,30GD; ThinkStation P5,30GE; ThinkStation P5,30GF; ThinkStationP5,30GG",,"Workstation",,"Yes",,,,"Windows
11,Windows IOT","Intel","Xeon W7-2495X","24","1","2.5","4.6","512",,,"No","768","384",,"1",,"Yes",,,,,,,,"0.91","0.92","0.9",,,,,,"Hard Disk Drive",,,,"7.1","11.9","110.7","112.5",,,,"66.4",,"Yes",,"30","10","Shipped Disabled","Yes","05/12/2023","07/09/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_30G9_07022025064808_1504022"
"4470648","Lenovo Group Limited","Lenovo","ThinkStation P7","30F2","ThinkStation P7,30F3; ThinkStation P7,30F4; ThinkStationP7,30F5; ThinkStation P7,30F6; ThinkStation P7,30F7",,"Workstation",,"Yes",,,,"Windows 11","Intel","Xeon W9-3495X","56","1","1.9","4.6","1,024",,,"No","768","384",,"2",,"Yes",,,,,,,,"0.9","0.92","0.9",,,,,,"Solid State Drive,Hard Disk Drive",,,,"7.6","17.3","159.9","167.3",,,,"97.3",,"Yes",,"30","10","Shipped Disabled","Yes","05/18/2023","07/09/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_30F2_07022025062642_1221277"
"4470647","Lenovo Group Limited","Lenovo","ThinkStation P368-C4","ThinkStation P368-C4",,,"Workstation",,"Yes",,,,"Windows 11","Intel","Ultra 9 285","24","1","2.5","5.6","128",,,"No",,,,"1",,"Yes",,,,,,,,"0.91","0.99","0.98",,,,,,"Solid State Drive,Hard Disk Drive",,,,"1.2","1.7","40.5","44.5",,,,"24.4",,"Yes",,"25","10","Shipped Enabled Under All Conditions","No","03/30/2025","07/09/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_ThinkStation P368-C4_06272025154409_7217828"
"4470637","Lenovo Group Limited","Lenovo","ThinkPad P14s Gen 5","21G2","21G3",,"Notebook",,"No","No",,,"Linux,Windows 10,Windows 11","Intel","Core Ultra 7","16","1","1.4","5","96",,"No","Yes",,,,"1",,"Yes","1","1","5.9","94.49","No","14.5",,,,,,,"135",,"No","SSD","75","ALPM","Yes","0.4","1.8","1.8","6.4","7","8","20.3","22.4","28.1","Yes","No","5","5","Shipped Disabled","Yes","05/13/2024","06/30/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_1037540_21G2_06182025120055_4707725"
"4470636","Lenovo Group Limited","Lenovo","ThinkPad P16s Gen 3","21KS","21KT",,"Notebook",,"No","No",,,"Linux, Windows 11 Pro","Intel","Core Ultra 7","16","1","1.4","5","96",,"No","Yes",,,,"1",,"Yes","1","1","9.22","115.06","No","16",,,,,,,"135",,"No","SSD","75","ALPM","Yes","0.5","1.3","1.3","7.6","11.5","8","23.8","21.7","31.6","Yes","No","5","5","Shipped Disabled","Yes","05/13/2024","06/20/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_1037540_21KS_06172025101911_6557322"
"4470635","ASUSTeK Computer Inc.","ASUS","BM1403CDA","BM1403CDA","BM1403CDA,PM1403CDA","197105768437;197105768444;199291027442","Notebook",,"No","No",,,"Windows 11 Pro","AMD","Ryzen 7","8","1","2.7","4.8","64",,,,,,,"1",,"Yes","1","1","2.07","83.42","No","14",,,,,,,"65",,"No","SSD","63","Modern Standby","Yes","0.4","0.8","0.8","4.8","5.9","8","13.1","13.7","20.9","Yes","No","5","5",,,"10/28/2024","07/09/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_BM1403CDA_07082025030599_4480070"
"4470632","ASUSTeK Computer Inc.","ASUS","S3607Q","S3607Q","S3607Q,K3607Q","197105921306;197105956902","Notebook",,"No","Yes",,,"Windows 11 Pro","Other","Snapdragon X Plus","8","1","3.4","3.4","16",,,,,,,"0",,"No","1","1","4.1","115.09","No","16",,,,,,,"65",,"No","SSD","75","Modern Standby","Yes","0.3","0.6","0.6","3.9","4.2","8","10.3","10.8","18.1","No","No","5","5",,,"03/10/2025","07/09/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_S3607Q_070820250134266_8508633"
